iteration,time
100;0
120;0
140;0
160;0
180;0
200;0
220;0
240;0
260;0
280;1
300;1
320;0
340;0
360;0
380;1
400;0
420;0
440;0
460;0
480;0
500;0
520;0
540;1
560;1
580;1
600;1
620;1
640;1
660;1
680;1
700;1
720;1
740;1
760;2
780;2
800;2
820;2
840;2
860;2
880;2
900;2
920;2
940;3
960;3
980;3
1000;3
1020;3
1040;3
1060;3
1080;4
1100;4
1120;4
1140;4
1160;4
1180;6
1200;4
1220;5
1240;5
1260;5
1280;5
1300;5
1320;5
1340;6
1360;6
1380;6
1400;6
1420;6
1440;7
1460;7
1480;7
1500;9
1520;7
1540;8
1560;8
1580;8
1600;8
1620;9
1640;9
1660;9
1680;9
1700;9
1720;11
1740;10
1760;11
1780;10
1800;11
1820;11
1840;11
1860;11
1880;12
1900;13
1920;12
1940;12
1960;13
1980;13
2000;13
2020;14
2040;15
2060;14
2080;14
2100;15
2120;15
2140;15
2160;16
2180;17
2200;16
2220;16
2240;17
2260;17
2280;17
2300;20
2320;18
2340;18
2360;19
2380;19
2400;22
2420;20
2440;20
2460;20
2480;21
2500;23
2520;21
2540;22
2560;22
2580;24
2600;23
2620;23
2640;24
2660;26
2680;24
2700;25
2720;28
2740;27
2760;26
2780;26
2800;33
2820;28
2840;28
2860;29
2880;30
2900;29
2920;29
2940;30
2960;31
2980;30
3000;31
3020;32
3040;31
3060;32
3080;33
3100;33
3120;33
3140;35
3160;34
3180;35
3200;36
3220;37
3240;36
3260;46
3280;44
3300;40
3320;38
3340;42
3360;40
3380;39
3400;42
3420;40
3440;40
3460;42
3480;41
3500;43
3520;42
3540;45
3560;45
3580;44
3600;45
3620;44
3640;46
3660;45
3680;52
3700;102
3720;48
3740;59
3760;49
3780;53
3800;50
3820;57
3840;50
3860;52
3880;51
3900;52
3920;52
3940;54
3960;53
3980;55
4000;55
4020;56
4040;55
4060;56
4080;57
4100;58
4120;58
4140;59
4160;61
4180;59
4200;61
4220;62
4240;61
4260;64
4280;62
4300;64
4320;65
4340;64
4360;65
4380;67
4400;66
4420;68
4440;67
4460;70
4480;70
4500;75
4520;74
4540;77
4560;101
4580;77
4600;75
4620;75
4640;75
4660;75
4680;76
4700;77
4720;88
4740;80
4760;79
4780;80
4800;81
4820;81
4840;80
4860;81
4880;84
4900;83
4920;87
4940;84
4960;86
4980;86
5000;86
5020;88
5040;89
5060;89
5080;87
5100;90
5120;91
5140;91
5160;92
5180;92
5200;93
5220;94
5240;95
5260;94
5280;95
5300;96
5320;97
5340;97
5360;105
5380;101
5400;100
5420;104
5440;106
5460;102
5480;103
5500;105
5520;104
5540;106
5560;106
5580;108
5600;107
5620;107
5640;121
5660;110
5680;113
5700;111
5720;112
5740;113
5760;114
5780;115
5800;115
5820;116
5840;117
5860;121
5880;133
5900;121
5920;120
5940;155
5960;148
5980;126
6000;124
6020;127
6040;126
6060;126
6080;128
6100;127
6120;129
6140;129
6160;131
6180;143
6200;132
6220;133
6240;135
6260;136
6280;135
6300;136
6320;138
6340;139
6360;139
6380;141
6400;141
6420;142
6440;144
6460;143
6480;145
6500;145
6520;149
6540;147
6560;149
6580;148
6600;150
6620;150
6640;151
6660;152
6680;153
6700;155
6720;161
6740;174
6760;157
6780;157
6800;158
6820;159
6840;159
6860;163
6880;163
6900;163
6920;163
6940;166
6960;165
6980;166
7000;167
7020;169
7040;178
7060;170
7080;173
7100;173
7120;172
7140;189
7160;189
7180;179
7200;194
7220;197
7240;184
7260;181
7280;183
7300;186
7320;190
7340;195
7360;186
7380;187
7400;196
7420;192
7440;189
7460;194
7480;193
7500;198
7520;199
7540;197
7560;208
7580;197
7600;199
7620;199
7640;200
7660;199
7680;201
7700;202
7720;205
7740;204
7760;205
7780;207
7800;207
7820;210
7840;211
7860;211
7880;212
7900;213
7920;217
7940;216
7960;216
7980;217
8000;219
8020;219
8040;222
8060;222
8080;227
8100;224
8120;228
8140;226
8160;228
8180;230
8200;243
8220;254
8240;237
8260;235
8280;239
8300;241
8320;241
8340;238
8360;241
8380;243
8400;242
8420;249
8440;247
8460;246
8480;248
8500;248
8520;298
8540;258
8560;255
8580;257
8600;255
8620;257
8640;257
8660;259
8680;263
8700;262
8720;265
8740;268
8760;269
8780;269
8800;271
8820;270
8840;269
8860;284
8880;274
8900;276
8920;277
8940;277
8960;279
8980;279
9000;279
9020;283
9040;286
9060;284
9080;290
9100;288
9120;287
9140;291
9160;291
9180;291
9200;294
9220;296
9240;320
9260;301
9280;310
9300;319
9320;307
9340;307
9360;303
9380;306
9400;307
9420;313
9440;312
9460;313
9480;312
9500;317
9520;315
9540;318
9560;317
9580;324
9600;322
9620;324
9640;325
9660;328
9680;343
9700;329
9720;330
9740;333
9760;367
9780;334
9800;337
9820;343
9840;336
9860;337
9880;337
9900;339
9920;341
9940;343
9960;347
9980;346
10000;347
10020;349
10040;348
10060;353
10080;362
10100;376
10120;360
10140;364
10160;359
10180;365
10200;363
10220;364
10240;368
10260;392
10280;382
10300;372
10320;372
10340;396
10360;372
10380;373
10400;373
10420;378
10440;378
10460;379
10480;379
10500;383
10520;382
10540;385
10560;389
10580;388
10600;388
10620;390
10640;412
10660;393
10680;393
10700;414
10720;481
10740;439
10760;418
10780;402
10800;423
10820;408
10840;410
10860;409
10880;411
10900;413
10920;411
10940;413
10960;416
10980;449
11000;421
11020;438
11040;425
11060;423
11080;426
11100;423
11120;433
11140;433
11160;436
11180;465
11200;442
11220;440
11240;456
11260;440
11280;444
11300;439
11320;447
11340;451
11360;447
11380;445
11400;448
11420;455
11440;456
11460;464
11480;496
11500;466
11520;462
11540;471
11560;461
11580;463
11600;468
11620;479
11640;476
11660;467
11680;475
11700;469
11720;472
11740;485
11760;480
11780;502
11800;480
11820;483
11840;486
11860;485
11880;484
11900;490
11920;491
11940;494
11960;496
11980;497
